Position,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27,theta28,theta29,theta30,theta31,theta32,theta33,theta34,theta35,theta36,theta37,theta38,theta39,theta40,theta41,theta42,theta43,theta44,theta45,theta46,theta47,theta48,theta49,theta50,theta51,theta52,theta53,theta54,theta55,theta56,theta57,theta58,theta59,theta60,theta61,theta62,theta63,theta64,theta65
-0.723,-6.51E-03,-5.23E-03,-4.18E-03,-3.37E-03,-2.75E-03,-2.25E-03,-1.83E-03,-1.55E-03,-1.17E-03,-9.30E-04,-6.62E-04,-1.69E-04,5.82E-04,-8.14E-03,-7.36E-03,-4.00E-03,-4.87E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.68E-04,-3.59E-04
-0.721,-6.36E-03,-5.10E-03,-4.08E-03,-3.29E-03,-2.68E-03,-2.20E-03,-1.79E-03,-1.51E-03,-1.14E-03,-9.05E-04,-6.43E-04,-1.55E-04,5.92E-04,-8.14E-03,-7.20E-03,-3.86E-03,-4.30E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.17E-04,-3.09E-04
-0.719,-6.22E-03,-4.98E-03,-3.98E-03,-3.21E-03,-2.62E-03,-2.15E-03,-1.75E-03,-1.48E-03,-1.11E-03,-8.80E-04,-6.25E-04,-1.41E-04,6.01E-04,-8.14E-03,-7.05E-03,-3.73E-03,-3.76E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.70E-04,-2.63E-04
-0.717,-6.07E-03,-4.86E-03,-3.88E-03,-3.13E-03,-2.56E-03,-2.10E-03,-1.70E-03,-1.45E-03,-1.08E-03,-8.56E-04,-6.07E-04,-1.28E-04,6.10E-04,-8.14E-03,-6.89E-03,-3.59E-03,-3.25E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.26E-04,-2.20E-04
-0.715,-5.93E-03,-4.75E-03,-3.79E-03,-3.06E-03,-2.49E-03,-2.05E-03,-1.66E-03,-1.41E-03,-1.05E-03,-8.32E-04,-5.90E-04,-1.15E-04,6.18E-04,-8.14E-03,-6.74E-03,-3.46E-03,-2.78E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.86E-04,-1.81E-04
-0.713,-5.78E-03,-4.63E-03,-3.70E-03,-2.98E-03,-2.43E-03,-2.00E-03,-1.62E-03,-1.38E-03,-1.02E-03,-8.09E-04,-5.73E-04,-1.03E-04,6.25E-04,-8.14E-03,-6.59E-03,-3.34E-03,-2.35E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.49E-04,-1.45E-04
-0.711,-5.65E-03,-4.52E-03,-3.61E-03,-2.91E-03,-2.38E-03,-1.95E-03,-1.58E-03,-1.35E-03,-9.94E-04,-7.87E-04,-5.57E-04,-9.17E-05,6.31E-04,-8.00E-03,-6.44E-03,-3.21E-03,-1.95E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.17E-04,-1.13E-04
-0.709,-5.53E-03,-4.42E-03,-3.52E-03,-2.84E-03,-2.32E-03,-1.91E-03,-1.55E-03,-1.32E-03,-9.66E-04,-7.65E-04,-5.41E-04,-8.07E-05,6.36E-04,-7.87E-03,-6.30E-03,-3.09E-03,-1.59E-04,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.77E-05,-8.50E-05
-0.707,-5.40E-03,-4.31E-03,-3.43E-03,-2.77E-03,-2.26E-03,-1.86E-03,-1.51E-03,-1.28E-03,-9.39E-04,-7.43E-04,-5.26E-04,-7.08E-05,6.40E-04,-7.73E-03,-6.15E-03,-2.97E-03,-1.26E-04,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.25E-05,-6.00E-05
-0.705,-5.28E-03,-4.20E-03,-3.35E-03,-2.70E-03,-2.21E-03,-1.82E-03,-1.47E-03,-1.25E-03,-9.12E-04,-7.21E-04,-5.11E-04,-6.13E-05,6.43E-04,-7.60E-03,-6.01E-03,-2.85E-03,-9.62E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-4.05E-05,-3.90E-05
-0.703,-5.15E-03,-4.10E-03,-3.26E-03,-2.63E-03,-2.15E-03,-1.77E-03,-1.43E-03,-1.22E-03,-8.86E-04,-7.01E-04,-4.97E-04,-5.20E-05,6.43E-04,-7.47E-03,-5.87E-03,-2.73E-03,-7.02E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.25E-05,-2.15E-05
-0.701,-5.03E-03,-3.98E-03,-3.18E-03,-2.57E-03,-2.10E-03,-1.73E-03,-1.40E-03,-1.20E-03,-8.60E-04,-6.80E-04,-4.83E-04,-4.38E-05,6.43E-04,-7.34E-03,-5.73E-03,-2.62E-03,-4.77E-05,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03
-0.699,-4.89E-03,-3.88E-03,-3.10E-03,-2.50E-03,-2.05E-03,-1.69E-03,-1.36E-03,-1.17E-03,-8.34E-04,-6.60E-04,-4.70E-04,-3.63E-05,6.43E-04,-7.21E-03,-5.59E-03,-2.51E-03,-2.90E-05,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03
-0.697,-4.77E-03,-3.80E-03,-3.02E-03,-2.44E-03,-2.00E-03,-1.65E-03,-1.33E-03,-1.14E-03,-8.09E-04,-6.40E-04,-4.57E-04,-2.90E-05,6.43E-04,-7.08E-03,-5.46E-03,-2.40E-03,-1.35E-05,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03
-0.695,-4.66E-03,-3.73E-03,-2.95E-03,-2.38E-03,-1.95E-03,-1.61E-03,-1.30E-03,-1.11E-03,-7.85E-04,-6.21E-04,-4.45E-04,-2.28E-05,6.43E-04,-6.96E-03,-5.32E-03,-2.29E-03,2.10E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03,2.02E-03
-0.693,-4.56E-03,-3.63E-03,-2.87E-03,-2.32E-03,-1.90E-03,-1.57E-03,-1.26E-03,-1.09E-03,-7.61E-04,-6.02E-04,-4.33E-04,-1.70E-05,6.39E-04,-6.83E-03,-5.19E-03,-2.19E-03,2.10E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.691,-4.43E-03,-3.53E-03,-2.80E-03,-2.26E-03,-1.86E-03,-1.53E-03,-1.23E-03,-1.06E-03,-7.37E-04,-5.84E-04,-4.22E-04,-1.20E-05,6.34E-04,-6.71E-03,-5.06E-03,-2.09E-03,2.10E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.689,-4.33E-03,-3.43E-03,-2.73E-03,-2.20E-03,-1.81E-03,-1.49E-03,-1.20E-03,-1.03E-03,-7.13E-04,-5.65E-04,-4.11E-04,-8.25E-06,6.28E-04,-6.59E-03,-4.93E-03,-1.99E-03,2.10E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.687,-4.23E-03,-3.33E-03,-2.66E-03,-2.15E-03,-1.76E-03,-1.46E-03,-1.17E-03,-1.01E-03,-6.90E-04,-5.47E-04,-4.01E-04,-4.75E-06,6.20E-04,-6.46E-03,-4.80E-03,-1.89E-03,2.10E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.685,-4.10E-03,-3.27E-03,-2.58E-03,-2.09E-03,-1.72E-03,-1.42E-03,-1.14E-03,-9.83E-04,-6.68E-04,-5.30E-04,-3.91E-04,-1.75E-06,6.10E-04,-6.34E-03,-4.68E-03,-1.80E-03,2.10E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.683,-4.00E-03,-3.18E-03,-2.52E-03,-2.04E-03,-1.68E-03,-1.38E-03,-1.11E-03,-9.59E-04,-6.45E-04,-5.13E-04,-3.82E-04,-1.75E-06,5.99E-04,-6.23E-03,-4.55E-03,-1.71E-03,2.09E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.681,-3.90E-03,-3.10E-03,-2.48E-03,-1.99E-03,-1.64E-03,-1.35E-03,-1.08E-03,-9.35E-04,-6.23E-04,-4.97E-04,-3.73E-04,-1.75E-06,5.86E-04,-6.11E-03,-4.43E-03,-1.62E-03,2.09E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.679,-3.80E-03,-3.02E-03,-2.40E-03,-1.94E-03,-1.59E-03,-1.32E-03,-1.05E-03,-9.11E-04,-6.02E-04,-4.80E-04,-3.65E-04,-1.75E-06,5.70E-04,-5.99E-03,-4.31E-03,-1.53E-03,2.09E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03,2.03E-03
-0.677,-3.70E-03,-2.94E-03,-2.33E-03,-1.89E-03,-1.55E-03,-1.28E-03,-1.02E-03,-8.89E-04,-5.81E-04,-4.64E-04,-3.57E-04,-1.75E-06,5.53E-04,-5.87E-03,-4.19E-03,-1.45E-03,2.09E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03
-0.675,-3.60E-03,-2.85E-03,-2.28E-03,-1.84E-03,-1.51E-03,-1.25E-03,-9.95E-04,-8.66E-04,-5.60E-04,-4.49E-04,-3.50E-04,-1.75E-06,5.34E-04,-5.76E-03,-4.07E-03,-1.36E-03,2.09E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03
-0.673,-3.53E-03,-2.78E-03,-2.20E-03,-1.79E-03,-1.48E-03,-1.22E-03,-9.68E-04,-8.44E-04,-5.39E-04,-4.33E-04,-3.44E-04,-4.25E-06,5.12E-04,-5.64E-03,-3.95E-03,-1.28E-03,2.09E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03,2.04E-03
-0.671,-3.43E-03,-2.73E-03,-2.15E-03,-1.74E-03,-1.44E-03,-1.19E-03,-9.41E-04,-8.22E-04,-5.19E-04,-4.18E-04,-3.38E-04,-8.00E-06,4.88E-04,-5.53E-03,-3.84E-03,-1.21E-03,2.09E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03
